region,block,row_class,child,share,tier,provenance
PT,air,other,AIR.FRT,0.1206,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
PT,air,fuel_liquid,AIR.PAX,0.8794,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PT,air,fuel_liquid,AIR.FRT,0.1206,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
PT,air,Q,AIR.FRT,355.8494,observed,"ITF Y11, Mpkm; child re-denominates to it"
PT,air,Q,AIR.PAX,25959.735,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
RO,road_pipe,other,ROAD.FRT,0.7782,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,road_pipe,other,ROAD.PAX,0.1619,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,road_pipe,other,PIPE,0.0599,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,road_pipe,fuel_liquid,ROAD.FRT,0.7154,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
RO,road_pipe,fuel_liquid,ROAD.PAX,0.2846,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
RO,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
RO,road_pipe,Q,ROAD.FRT,18271.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
RO,road_pipe,Q,ROAD.PAX,11773.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
RO,rail,other,TRN.P,0.2272,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,rail,other,TRN.F,0.7728,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,rail,fuel_liquid,TRN.P,0.2559,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
RO,rail,fuel_liquid,TRN.F,0.7441,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
RO,rail,Q,TRN.P,5063.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
RO,rail,Q,TRN.F,14719.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
RO,sea,other,SEA.FRT,0.9975,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,sea,other,SEA.PAX,0.0025,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,sea,fuel_liquid,SEA.FRT,0.9975,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
RO,sea,fuel_liquid,SEA.PAX,0.0025,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
RO,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
RO,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
RO,iww,other,IWW.FRT,0.9668,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,iww,other,IWW.PAX,0.0332,1-SBS,ESTAT.SBSH49 Y11 observed shares
RO,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
RO,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
RO,iww,Q,IWW.FRT,11409.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
RO,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
RO,air,other,AIR.PAX,0.9874,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
RO,air,other,AIR.FRT,0.0126,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
RO,air,fuel_liquid,AIR.PAX,0.9874,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
RO,air,fuel_liquid,AIR.FRT,0.0126,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
RO,air,Q,AIR.FRT,6.0952,observed,"ITF Y11, Mpkm; child re-denominates to it"
RO,air,Q,AIR.PAX,4777.7987,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
SE,road_pipe,other,ROAD.FRT,0.5903,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,road_pipe,other,ROAD.PAX,0.4097,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,road_pipe,fuel_liquid,ROAD.FRT,0.8408,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SE,road_pipe,fuel_liquid,ROAD.PAX,0.1592,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SE,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
SE,road_pipe,Q,ROAD.FRT,33465.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
SE,road_pipe,Q,ROAD.PAX,10262.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
SE,rail,other,TRN.P,0.5503,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,rail,other,TRN.F,0.4497,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,rail,fuel_liquid,TRN.P,0.3323,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SE,rail,fuel_liquid,TRN.F,0.6677,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SE,rail,Q,TRN.P,11379.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
SE,rail,Q,TRN.F,22864.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
SE,sea,other,SEA.FRT,0.6066,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,sea,other,SEA.PAX,0.3934,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,sea,fuel_liquid,SEA.PAX,0.0293,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SE,sea,fuel_liquid,SEA.FRT,0.9707,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SE,sea,Q,SEA.FRT,7794.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
SE,sea,Q,SEA.PAX,2356.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
SE,iww,other,IWW.FRT,0.139,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,iww,other,IWW.PAX,0.861,1-SBS,ESTAT.SBSH49 Y11 observed shares
SE,iww,fuel_liquid,IWW.FRT,0.139,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SE,iww,fuel_liquid,IWW.PAX,0.861,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SE,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
SE,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SE,air,other,AIR.PAX,0.6913,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SE,air,other,AIR.FRT,0.3087,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SE,air,fuel_liquid,AIR.PAX,0.6913,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SE,air,fuel_liquid,AIR.FRT,0.3087,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SE,air,Q,AIR.FRT,495.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
SE,air,Q,AIR.PAX,11085.9583,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
SI,road_pipe,other,ROAD.FRT,0.9081,1-SBS,ESTAT.SBSH49 Y11 observed shares
SI,road_pipe,other,ROAD.PAX,0.0919,1-SBS,ESTAT.SBSH49 Y11 observed shares
SI,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SI,road_pipe,fuel_liquid,ROAD.FRT,1.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SI,road_pipe,fuel_liquid,ROAD.PAX,0.0,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SI,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
SI,road_pipe,Q,ROAD.FRT,15054.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
SI,road_pipe,Q,ROAD.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SI,rail,other,TRN.P,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SI,rail,other,TRN.F,1.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SI,rail,fuel_liquid,TRN.P,0.1551,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SI,rail,fuel_liquid,TRN.F,0.8449,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SI,rail,Q,TRN.P,689.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
SI,rail,Q,TRN.F,3752.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
SI,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
SI,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
SI,sea,fuel_liquid,SEA.FRT,0.6651,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SI,sea,fuel_liquid,SEA.PAX,0.3349,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SI,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
SI,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SI,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
SI,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
SI,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SI,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SI,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
SI,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SI,air,other,AIR.PAX,0.9786,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SI,air,other,AIR.FRT,0.0214,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SI,air,fuel_liquid,AIR.PAX,0.9786,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SI,air,fuel_liquid,AIR.FRT,0.0214,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SI,air,Q,AIR.FRT,1.606,observed,"ITF Y11, Mpkm; child re-denominates to it"
SI,air,Q,AIR.PAX,732.7486,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
SK,road_pipe,other,ROAD.FRT,0.8607,1-SBS,ESTAT.SBSH49 Y11 observed shares
SK,road_pipe,other,ROAD.PAX,0.1393,1-SBS,ESTAT.SBSH49 Y11 observed shares
SK,road_pipe,other,PIPE,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SK,road_pipe,fuel_liquid,ROAD.FRT,0.8938,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SK,road_pipe,fuel_liquid,ROAD.PAX,0.1062,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
SK,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
SK,road_pipe,Q,ROAD.FRT,28140.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
SK,road_pipe,Q,ROAD.PAX,5418.9,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
SK,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
SK,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
SK,rail,fuel_liquid,TRN.P,0.234,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SK,rail,fuel_liquid,TRN.F,0.766,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
SK,rail,Q,TRN.P,2431.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
SK,rail,Q,TRN.F,7960.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
SK,sea,other,SEA.FRT,1.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SK,sea,other,SEA.PAX,0.0,1-SBS,ESTAT.SBSH49 Y11 observed shares
SK,sea,fuel_liquid,SEA.FRT,1.0,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SK,sea,fuel_liquid,SEA.PAX,0.0,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
SK,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
SK,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SK,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
SK,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
SK,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SK,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SK,iww,Q,IWW.FRT,931.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
SK,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
SK,air,other,AIR.PAX,1.0,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SK,air,other,AIR.FRT,0.0,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
SK,air,fuel_liquid,AIR.PAX,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SK,air,fuel_liquid,AIR.FRT,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
SK,air,Q,AIR.FRT,0.0,none,no observed volume: child stays MEUR (declared)
SK,air,Q,AIR.PAX,68.4283,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
GB,road_pipe,other,ROAD.FRT,0.6035,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,road_pipe,other,ROAD.PAX,0.3818,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,road_pipe,other,PIPE,0.0146,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,road_pipe,fuel_liquid,ROAD.FRT,0.7792,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
GB,road_pipe,fuel_liquid,ROAD.PAX,0.2208,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
GB,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
GB,road_pipe,Q,ROAD.FRT,92823.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
GB,road_pipe,Q,ROAD.PAX,42607.02,observed,"ITF Y11, Mpkm; child re-denominates to it"
GB,rail,other,TRN.P,0.9063,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,rail,other,TRN.F,0.0937,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,rail,fuel_liquid,TRN.P,0.736,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
GB,rail,fuel_liquid,TRN.F,0.264,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
GB,rail,Q,TRN.P,58462.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
GB,rail,Q,TRN.F,20973.8235,observed,"ITF Y11, Mtkm; child re-denominates to it"
GB,sea,other,SEA.FRT,0.6263,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,sea,other,SEA.PAX,0.3737,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,sea,fuel_liquid,SEA.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,sea,fuel_liquid,SEA.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,sea,Q,SEA.FRT,42700.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
GB,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
GB,iww,other,IWW.FRT,0.4134,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,iww,other,IWW.PAX,0.5866,1-SBS,ESTAT.SBSH49 Y11 observed shares
GB,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,iww,Q,IWW.FRT,143.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
GB,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
GB,air,other,AIR.PAX,0.7917,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
GB,air,other,AIR.FRT,0.2083,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
GB,air,fuel_liquid,AIR.PAX,0.7917,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,air,fuel_liquid,AIR.FRT,0.2083,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
GB,air,Q,AIR.FRT,6280.251,observed,"ITF Y11, Mpkm; child re-denominates to it"
GB,air,Q,AIR.PAX,238723.9855,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
NO,road_pipe,other,ROAD.FRT,0.6351,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,road_pipe,other,ROAD.PAX,0.3241,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,road_pipe,other,PIPE,0.0409,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,road_pipe,fuel_liquid,ROAD.FRT,0.8351,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
NO,road_pipe,fuel_liquid,ROAD.PAX,0.1649,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
NO,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
NO,road_pipe,Q,ROAD.FRT,14841.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
NO,road_pipe,Q,ROAD.PAX,4748.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
NO,rail,other,TRN.P,0.7163,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,rail,other,TRN.F,0.2837,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,rail,fuel_liquid,TRN.P,0.4626,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
NO,rail,fuel_liquid,TRN.F,0.5374,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
NO,rail,Q,TRN.P,3076.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
NO,rail,Q,TRN.F,3574.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
NO,sea,other,SEA.FRT,0.9026,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,sea,other,SEA.PAX,0.0974,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,sea,fuel_liquid,SEA.PAX,0.0029,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NO,sea,fuel_liquid,SEA.FRT,0.9971,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
NO,sea,Q,SEA.FRT,22070.0,observed,"ITF Y11, Mpkm; child re-denominates to it"
NO,sea,Q,SEA.PAX,639.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
NO,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
NO,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
NO,iww,fuel_liquid,IWW.FRT,0.583,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
NO,iww,fuel_liquid,IWW.PAX,0.417,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
NO,iww,Q,IWW.FRT,0.0,none,no observed volume: child stays MEUR (declared)
NO,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
NO,air,other,AIR.FRT,0.0217,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,air,other,AIR.PAX,0.9783,1-SBS,ESTAT.SBSH49 Y11 observed shares
NO,air,fuel_liquid,AIR.FRT,0.0217,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
NO,air,fuel_liquid,AIR.PAX,0.9783,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
NO,air,Q,AIR.FRT,0.0,none,no observed volume: child stays MEUR (declared)
NO,air,Q,AIR.PAX,0.0,none,no observed volume: child stays MEUR (declared)
CH,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
CH,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
CH,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
CH,road_pipe,fuel_liquid,ROAD.FRT,0.7054,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
CH,road_pipe,fuel_liquid,ROAD.PAX,0.2946,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
CH,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
CH,road_pipe,Q,ROAD.FRT,9867.0,observed,"ESTAT Y11, Mtkm; child re-denominates to it"
CH,road_pipe,Q,ROAD.PAX,6676.685,observed,"ITF Y11, Mpkm; child re-denominates to it"
CH,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
CH,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
CH,rail,fuel_liquid,TRN.P,0.6271,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
CH,rail,fuel_liquid,TRN.F,0.3729,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
CH,rail,Q,TRN.P,19387.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
CH,rail,Q,TRN.F,11526.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
CH,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
CH,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
CH,sea,fuel_liquid,SEA.FRT,0.6651,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
CH,sea,fuel_liquid,SEA.PAX,0.3349,5-money,no physical work observed for either child: fuel falls back to the monetary shares (declared)
CH,sea,Q,SEA.FRT,0.0,none,no observed volume: child stays MEUR (declared)
CH,sea,Q,SEA.PAX,0.0,none,no observed volume: child stays MEUR (declared)
CH,iww,other,IWW.FRT,0.583,5-median,SBS Y11 median shares (RoW / no data)
CH,iww,other,IWW.PAX,0.417,5-median,SBS Y11 median shares (RoW / no data)
CH,iww,fuel_liquid,IWW.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
CH,iww,fuel_liquid,IWW.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
CH,iww,Q,IWW.FRT,37.28,observed,"ITF Y11, Mpkm; child re-denominates to it"
CH,iww,Q,IWW.PAX,0.0,none,no observed volume: child stays MEUR (declared)
CH,air,other,AIR.PAX,0.7889,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
CH,air,other,AIR.FRT,0.2111,4-tonne-km-equivalent,"air split on revenue tonne-km (passengers at 100 kg, ICAO convention): the SBS class covers dedicated freighters only, our children cover the work"
CH,air,fuel_liquid,AIR.PAX,0.7889,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
CH,air,fuel_liquid,AIR.FRT,0.2111,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
CH,air,Q,AIR.FRT,1354.5908,observed,"ITF Y11, Mpkm; child re-denominates to it"
CH,air,Q,AIR.PAX,50635.5312,observed,"WB pax x ICAO stage length Y11, Mpkm; child re-denominates to it"
TR,road_pipe,other,ROAD.FRT,0.8016,5-median,SBS Y11 median shares (RoW / no data)
TR,road_pipe,other,ROAD.PAX,0.1984,5-median,SBS Y11 median shares (RoW / no data)
TR,road_pipe,other,PIPE,0.0,5-median,SBS Y11 median shares (RoW / no data)
TR,road_pipe,fuel_liquid,ROAD.FRT,0.7753,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
TR,road_pipe,fuel_liquid,ROAD.PAX,0.2247,4-bottom-up,vkm x NXTR intensity (liquid fuels; PIPE=0)
TR,road_pipe,fuel_liquid,PIPE,0.0,4-bottom-up,pipelines pump with electricity/gas
TR,road_pipe,Q,ROAD.FRT,203072.0,observed,"ITF (total: hire n/a) Y11, Mtkm; child re-denominates to it"
TR,road_pipe,Q,ROAD.PAX,95334.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
TR,rail,other,TRN.P,0.5503,5-median,SBS Y11 median shares (RoW / no data)
TR,rail,other,TRN.F,0.4497,5-median,SBS Y11 median shares (RoW / no data)
TR,rail,fuel_liquid,TRN.P,0.2552,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
TR,rail,fuel_liquid,TRN.F,0.7448,4-bottom-up,"traffic units (same per-tu intensity, leg-1 v0)"
TR,rail,Q,TRN.P,4002.0,observed,"ESTAT Y11, Mpkm; child re-denominates to it"
TR,rail,Q,TRN.F,11677.0,observed,"ITF Y11, Mtkm; child re-denominates to it"
TR,sea,other,SEA.FRT,0.6651,5-median,SBS Y11 median shares (RoW / no data)
TR,sea,other,SEA.PAX,0.3349,5-median,SBS Y11 median shares (RoW / no data)
TR,sea,fuel_liquid,SEA.PAX,0.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
TR,sea,fuel_liquid,SEA.FRT,1.0,4-tonne-km-equivalent,"fuel follows physical work: passengers at 100 kg (ICAO/GLEC mass allocation), freight at its tonnes"
