region,tech,share,intensity,intensity_unit,carrier,occupancy,pkm_obs,tier,provenance
WF,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WF,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WF,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WF,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WF,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
WL,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WL,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WL,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WL,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WL,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WL,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
WM,CAR.G,0.6431,5.744344e-05,t/vkm,GASO,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WM,CAR.D,0.3566,5.744344e-05,t/vkm,DIES,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WM,CAR.LPG,0.0,5.485533e-05,t/vkm,LPG,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WM,CAR.CNG,0.0001,4.077467e-05,t/vkm,NGAS,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WM,CAR.E,0.0002,8.185288e-07,TJ/vkm,ELE,1.5,0.0,sh:median|int:FULFILL-median|pkm:synth,shares: ESTAT.CARPARK stock Y13 as 2011 proxy (or observed median); intensity: FULFILL REF 2011 (or median); pkm: ESTAT/ITF Y11 (or gasoline-anchor synthesis at apply time)
WM,MOTO,1.0,3.000000e-05,t/vkm,GASO,1.1,0.0,int:NXTR-default|pkm:none,"MOTO: NXTR v0 default intensity; pkm ESTAT Y11 where observed, else the region gets a zero-output MOTO activity (declared)"
